,Date,Value of Copper in Dollars per Tonne
12408,2009-02-11,3394.16
12409,2009-02-12,3382.038
12410,2009-02-13,3390.854
12411,2009-02-17,3136.292
12412,2009-02-18,3164.944
12413,2009-02-19,3242.0840000000003
12414,2009-02-20,3120.864
12415,2009-02-23,3173.3192
12416,2009-02-24,3288.8088
12417,2009-02-26,3467.7736
12418,2009-02-27,3385.344
12419,2009-03-02,3341.264
12420,2009-03-03,3536.318
12421,2009-03-04,3733.576
12422,2009-03-05,3644.314
12423,2009-03-06,3722.556
12424,2009-03-09,3613.458
12425,2009-03-10,3712.6380000000004
12426,2009-03-11,3582.602
12427,2009-03-12,3580.398
12428,2009-03-13,3668.558
12429,2009-03-16,3850.3880000000004
12430,2009-03-17,3799.696
12431,2009-03-18,3783.1659999999997
12432,2009-03-19,3983.73
12433,2009-03-20,3958.384
12434,2009-03-23,4057.564
12435,2009-03-24,3980.424
12436,2009-03-25,3973.812
12437,2009-03-26,4088.42
12438,2009-03-27,4046.5440000000003
12439,2009-03-30,3892.264
12440,2009-03-31,4065.2780000000002
12441,2009-04-01,4075.196
12442,2009-04-02,4165.5599999999995
12443,2009-04-03,4409.102000000001
12444,2009-04-06,4317.636
12445,2009-04-07,4385.96
12446,2009-04-08,4404.6939999999995
12447,2009-04-09,4564.484
12448,2009-04-13,4684.602000000001
12449,2009-04-14,4661.46
12450,2009-04-15,4846.596
12451,2009-04-16,4781.578
12452,2009-04-17,4835.576
12453,2009-04-20,4636.114
12454,2009-04-21,4599.7480000000005
12455,2009-04-22,4539.138
12456,2009-04-23,4390.368
12457,2009-04-24,4519.302
12458,2009-04-27,4377.8052
12459,2009-04-28,4223.3048
12460,2009-04-29,4423.428
12461,2009-04-30,4515.1144
12462,2009-05-01,4630.604
12463,2009-05-04,4725.376
12464,2009-05-05,4589.83
12465,2009-05-06,4820.147999999999
12466,2009-05-07,4770.558
12467,2009-05-08,4728.682000000001
12468,2009-05-11,4603.053999999999
12469,2009-05-12,4597.544
12470,2009-05-13,4476.3240000000005
12471,2009-05-14,4467.508000000001
12472,2009-05-15,4446.57
12473,2009-05-18,4566.688
12474,2009-05-19,4561.178
12475,2009-05-20,4642.726
12476,2009-05-21,4520.404
12477,2009-05-22,4622.89
12478,2009-05-26,4718.764
12479,2009-05-27,4674.684
12480,2009-05-28,4709.948
12481,2009-05-29,4843.29
12482,2009-06-01,5111.076
12483,2009-06-02,5063.69
12484,2009-06-03,4875.2480000000005
12485,2009-06-04,5071.404
12486,2009-06-05,5033.936
12487,2009-06-08,4965.612
12488,2009-06-09,5213.562
12489,2009-06-10,5216.868
12490,2009-06-11,5388.78
12491,2009-06-12,5231.1939999999995
12492,2009-06-15,5036.14
12493,2009-06-16,4971.122
12494,2009-06-17,4979.938
12495,2009-06-18,5007.487999999999
12496,2009-06-19,4960.102000000001
12497,2009-06-22,4698.928
12498,2009-06-23,4845.494000000001
12499,2009-06-24,4997.57
12500,2009-06-25,5078.897599999999
12501,2009-06-26,5068.5388
12502,2009-06-29,5114.602400000001
12503,2009-06-30,5001.3168000000005
12504,2009-07-01,5136.422
12505,2009-07-02,5081.322
12506,2009-07-06,4986.55
12507,2009-07-07,4905.0019999999995
12508,2009-07-08,4758.436
12509,2009-07-09,4931.45
12510,2009-07-10,4874.146
12511,2009-07-13,4899.491999999999
12512,2009-07-14,5066.996
12513,2009-07-15,5271.968
12514,2009-07-16,5266.458
12515,2009-07-17,5340.292
12516,2009-07-20,5441.6759999999995
12517,2009-07-21,5402.004
12518,2009-07-22,5566.202
12519,2009-07-23,5562.896
12520,2009-07-24,5558.487999999999
12521,2009-07-27,5609.18
12522,2009-07-28,5555.182000000001
12523,2009-07-29,5460.41
12524,2009-07-30,5651.0560000000005
12525,2009-07-31,5782.1939999999995
12526,2009-08-03,6035.654
12527,2009-08-04,6161.282
12528,2009-08-05,6197.647999999999
12529,2009-08-06,6065.407999999999
12530,2009-08-07,6139.241999999999
12531,2009-08-10,6106.182000000001
12532,2009-08-11,6031.246
12533,2009-08-12,6222.994000000001
12534,2009-08-13,6422.456
12535,2009-08-14,6250.544
12536,2009-08-17,6106.182000000001
12537,2009-08-18,6086.346
12538,2009-08-19,6084.142
12539,2009-08-20,6042.266
12540,2009-08-21,6348.622
12541,2009-08-24,6424.66
12542,2009-08-25,6294.624
12543,2009-08-26,6305.644
12544,2009-08-27,6298.8116
12545,2009-08-28,6478.657999999999
12546,2009-08-31,6221.4511999999995
12547,2009-09-01,6211.973999999999
12548,2009-09-02,6228.504
12549,2009-09-03,6314.46
12550,2009-09-04,6317.766
12551,2009-09-08,6515.024
12552,2009-09-09,6444.496
12553,2009-09-10,6339.8060000000005
12554,2009-09-11,6273.686
12555,2009-09-14,6181.118
12556,2009-09-15,6270.38
12557,2009-09-16,6472.046
12558,2009-09-17,6382.784
12559,2009-09-18,6138.14
12560,2009-09-21,6183.322
12561,2009-09-22,6313.358
12562,2009-09-23,6188.831999999999
12563,2009-09-24,5971.737999999999
12564,2009-09-25,6040.062
12565,2009-09-28,6010.308
12566,2009-09-29,6014.716
12567,2009-09-30,6213.076
12568,2009-10-01,6032.348
12569,2009-10-02,5910.026000000001
12570,2009-10-05,6010.308
12571,2009-10-06,6137.038
12572,2009-10-07,6126.018
12573,2009-10-08,6388.294
12574,2009-10-09,6254.952
12575,2009-10-12,6296.828
12576,2009-10-13,6159.078
12577,2009-10-14,6269.278
12578,2009-10-15,6301.236
12579,2009-10-16,6271.482
12580,2009-10-19,6538.166
12581,2009-10-20,6462.128
12582,2009-10-21,6691.344
12583,2009-10-22,6607.592000000001
12584,2009-10-26,6636.244000000001
12585,2009-10-27,6609.796
12586,2009-10-28,6458.822
12587,2009-10-29,6677.018
12588,2009-10-30,6513.922
12589,2009-11-02,6490.78
12590,2009-11-03,6515.024
12591,2009-11-04,6596.572
12592,2009-11-05,6517.228
12593,2009-11-06,6507.31
12594,2009-11-09,6540.37
12595,2009-11-10,6527.146
12596,2009-11-11,6537.064
12597,2009-11-12,6496.29
12598,2009-11-13,6551.39
12599,2009-11-16,6840.114
12600,2009-11-17,6851.134
12601,2009-11-18,6855.542
12602,2009-11-19,6790.524
12603,2009-11-20,6850.032
12604,2009-11-23,6910.642
12605,2009-11-24,6867.8844
12606,2009-11-25,6988.4432
12607,2009-11-27,6836.5876
12608,2009-11-30,6958.689200000001
12609,2009-12-01,7082.553999999999
12610,2009-12-02,7140.96
12611,2009-12-03,7113.41
12612,2009-12-04,7095.778
12613,2009-12-07,7032.964
12614,2009-12-08,6933.784
12615,2009-12-09,6841.216
12616,2009-12-10,6798.237999999999
12617,2009-12-11,6865.46
12618,2009-12-14,6908.438
12619,2009-12-15,6887.5
12620,2009-12-16,7029.657999999999
12621,2009-12-17,6861.052
12622,2009-12-18,6883.092000000001
12623,2009-12-21,6926.07
12624,2009-12-22,6879.786
12625,2009-12-23,7024.147999999999
12626,2009-12-24,7212.59
12627,2009-12-28,7320.1452
12628,2009-12-29,7279.812
12629,2009-12-30,7355.188800000001
12630,2009-12-31,7367.310799999999
12631,2010-01-04,7506.8240000000005
12632,2010-01-06,7701.878
12633,2010-01-07,7553.108
12634,2010-01-08,7494.702
12635,2010-01-11,7583.964
12636,2010-01-12,7382.298
12637,2010-01-13,7493.599999999999
12638,2010-01-14,7466.05
12639,2010-01-15,7418.664000000001
12640,2010-01-19,7597.188
12641,2010-01-20,7394.42
12642,2010-01-21,7262.18
12643,2010-01-22,7376.788
12644,2010-01-25,7478.172
12645,2010-01-26,7360.258000000001
12646,2010-01-27,7102.39
12647,2010-01-28,6827.991999999999
12648,2010-01-29,6727.71
12649,2010-02-01,6796.034
12650,2010-02-02,6809.258000000001
12651,2010-02-03,6553.594
12652,2010-02-04,6345.316
12653,2010-02-05,6297.93
12654,2010-02-08,6420.2519999999995
12655,2010-02-09,6583.348
12656,2010-02-10,6587.755999999999
12657,2010-02-11,6906.234
12658,2010-02-12,6793.83
12659,2010-02-16,7100.186
12660,2010-02-17,7139.858
12661,2010-02-18,7241.241999999999
12662,2010-02-19,7398.828
12663,2010-02-22,7297.2236
12664,2010-02-24,7147.572
12665,2010-02-25,7059.411999999999
12666,2010-02-26,7231.1035999999995
12667,2010-03-01,7383.400000000001
12668,2010-03-02,7518.946000000001
12669,2010-03-03,7570.74
12670,2010-03-04,7439.602000000001
12671,2010-03-05,7532.17
12672,2010-03-08,7516.741999999999
12673,2010-03-09,7518.946000000001
12674,2010-03-10,7423.072
12675,2010-03-11,7442.907999999999
12676,2010-03-12,7449.5199999999995
12677,2010-03-15,7306.26
12678,2010-03-16,7416.46
12679,2010-03-17,7533.272
12680,2010-03-18,7483.682000000001
12681,2010-03-19,7432.99
12682,2010-03-22,7450.622
12683,2010-03-23,7447.316
12684,2010-03-24,7373.482
12685,2010-03-25,7450.622
12686,2010-03-26,7500.212
12687,2010-03-29,7792.241999999999
12688,2010-03-30,7853.954
12689,2010-03-31,7831.914000000001
12690,2010-04-01,7899.136
12691,2010-04-05,8003.826
12692,2010-04-06,7971.868
12693,2010-04-07,7928.89
12694,2010-04-08,7904.646
12695,2010-04-09,7912.36
12696,2010-04-12,7856.157999999999
12697,2010-04-13,7935.5019999999995
12698,2010-04-14,7957.542
12699,2010-04-15,7935.5019999999995
12700,2010-04-16,7745.958
12701,2010-04-19,7707.388
12702,2010-04-20,7743.754
12703,2010-04-21,7791.14
12704,2010-04-22,7684.246
12705,2010-04-23,7742.652
12706,2010-04-26,7775.712
12707,2010-04-27,7421.529200000001
12708,2010-04-28,7440.0428
12709,2010-04-29,7369.5148
12710,2010-04-30,7384.061199999999
12711,2010-05-03,7258.874
12712,2010-05-04,7005.414000000001
12713,2010-05-05,6945.906
12714,2010-05-06,6869.868
12715,2010-05-07,6930.478
12716,2010-05-10,7114.512000000001
12717,2010-05-11,7067.126
12718,2010-05-12,7026.352000000001
12719,2010-05-13,7122.226
12720,2010-05-14,6907.335999999999
12721,2010-05-17,6462.128
12722,2010-05-18,6680.3240000000005
12723,2010-05-19,6522.737999999999
12724,2010-05-20,6489.678
12725,2010-05-21,6746.4439999999995
12726,2010-05-24,6937.09
12727,2010-05-25,6704.567999999999
12728,2010-05-26,6789.422
12729,2010-05-27,6961.334
12730,2010-05-28,6842.317999999999
12731,2010-06-01,6750.852000000001
12732,2010-06-02,6701.262000000001
12733,2010-06-03,6494.085999999999
12734,2010-06-04,6214.178
12735,2010-06-07,6096.264
12736,2010-06-08,6126.018
12737,2010-06-09,6281.400000000001
12738,2010-06-10,6308.95
12739,2010-06-11,6400.416
12740,2010-06-14,6594.368
12741,2010-06-15,6621.918000000001
12742,2010-06-16,6602.081999999999
12743,2010-06-17,6403.722
12744,2010-06-18,6356.335999999999
12745,2010-06-21,6484.168000000001
12746,2010-06-22,6594.368
12747,2010-06-23,6469.842000000001
12748,2010-06-24,6624.122
12749,2010-06-25,6829.314399999999
12750,2010-06-28,6785.4548
12751,2010-06-29,6445.598
12752,2010-06-30,6496.5104
12753,2010-07-01,6340.907999999999
12754,2010-07-02,6426.864
12755,2010-07-06,6548.084
12756,2010-07-07,6645.06
12757,2010-07-08,6646.161999999999
12758,2010-07-09,6729.914000000001
12759,2010-07-12,6631.835999999999
12760,2010-07-13,6650.57
12761,2010-07-14,6630.734
12762,2010-07-15,6638.448
12763,2010-07-16,6456.618
12764,2010-07-19,6475.352000000001
12765,2010-07-20,6615.3060000000005
12766,2010-07-21,6816.972
12767,2010-07-22,6974.558
12768,2010-07-23,7019.74
12769,2010-07-26,7103.491999999999
12770,2010-07-27,7067.126
12771,2010-07-28,7153.081999999999
12772,2010-07-29,7251.16
12773,2010-07-30,7298.546
12774,2010-08-02,7470.458
12775,2010-08-03,7402.134
12776,2010-08-04,7503.518
12777,2010-08-05,7391.114
12778,2010-08-06,7367.972
12779,2010-08-09,7392.216
12780,2010-08-10,7300.75
12781,2010-08-11,7171.816
12782,2010-08-12,7237.936
12783,2010-08-13,7167.407999999999
12784,2010-08-16,7228.018
12785,2010-08-17,7358.053999999999
12786,2010-08-18,7382.298
12787,2010-08-19,7313.973999999999
12788,2010-08-20,7253.364
12789,2010-08-23,7254.466
12790,2010-08-24,7143.164000000001
12791,2010-08-25,7077.044
12792,2010-08-26,7292.3748
12793,2010-08-27,7431.0064
12794,2010-08-30,7544.071599999999
12795,2010-08-31,7423.5127999999995
12796,2010-09-01,7664.41
12797,2010-09-02,7704.081999999999
12798,2010-09-03,7714.0
12799,2010-09-07,7648.982
12800,2010-09-09,7589.473999999999
12801,2010-09-10,7507.9259999999995
12802,2010-09-13,7667.716
12803,2010-09-14,7644.5740000000005
12804,2010-09-15,7640.166
12805,2010-09-16,7699.674
12806,2010-09-17,7762.487999999999
12807,2010-09-20,7723.918000000001
12808,2010-09-21,7672.124
12809,2010-09-22,7857.26
12810,2010-09-23,7913.462
12811,2010-09-24,7974.072
12812,2010-09-27,7927.788
12813,2010-09-29,8069.946000000001
12814,2010-09-30,8047.906
12815,2010-10-01,8133.862
12816,2010-10-04,8075.456
12817,2010-10-05,8213.206
12818,2010-10-06,8271.612000000001
12819,2010-10-07,8109.618
12820,2010-10-08,8318.998
12821,2010-10-11,8352.057999999999
12822,2010-10-12,8352.057999999999
12823,2010-10-13,8420.382
12824,2010-10-14,8409.362000000001
12825,2010-10-15,8461.155999999999
12826,2010-10-18,8496.42
12827,2010-10-19,8281.529999999999
12828,2010-10-20,8360.874
12829,2010-10-21,8334.426
12830,2010-10-22,8368.588
12831,2010-10-25,8514.052
12832,2010-10-26,8527.276
12833,2010-10-27,8321.202
12834,2010-10-28,8347.65
12835,2010-10-29,8228.634
12836,2010-11-01,8342.14
12837,2010-11-02,8461.155999999999
12838,2010-11-03,8342.14
12839,2010-11-04,8622.048
12840,2010-11-05,8702.494
12841,2010-11-08,8720.126
12842,2010-11-09,8910.772
12843,2010-11-10,8747.676
12844,2010-11-11,8865.59
12845,2010-11-12,8581.274
12846,2010-11-15,8650.699999999999
12847,2010-11-16,8215.41
12848,2010-11-17,8219.818
12849,2010-11-18,8443.524
12850,2010-11-19,8449.034
12851,2010-11-22,8268.306
12852,2010-11-23,8160.31
12853,2010-11-24,8278.8852
12854,2010-11-26,8272.0528
12855,2010-11-29,8289.244
12856,2010-11-30,8428.5368
12857,2010-12-01,8700.289999999999
12858,2010-12-02,8768.614
12859,2010-12-03,8812.694
12860,2010-12-06,8832.53
12861,2010-12-07,8920.69
12862,2010-12-08,9034.196
12863,2010-12-09,9003.34
12864,2010-12-10,9057.338
12865,2010-12-13,9266.718
12866,2010-12-14,9270.024000000001
12867,2010-12-15,9101.418
12868,2010-12-16,9065.052000000001
12869,2010-12-17,9159.823999999999
12870,2010-12-20,9264.514
12871,2010-12-21,9417.692
12872,2010-12-22,9415.488000000001
12873,2010-12-23,9380.224
12874,2010-12-27,9425.406
12875,2010-12-28,9531.859199999999
12876,2010-12-29,9495.934000000001
12877,2010-12-30,9609.6604
12878,2010-12-31,9797.882
12879,2011-01-03,9824.33
12880,2011-01-04,9629.276
12881,2011-01-05,9715.232
12882,2011-01-06,9542.218
12883,2011-01-07,9438.63
12884,2011-01-10,9398.958
12885,2011-01-11,9585.196
12886,2011-01-12,9722.946
12887,2011-01-13,9646.908
12888,2011-01-14,9724.048
12889,2011-01-18,9759.312
12890,2011-01-19,9631.48
12891,2011-01-20,9415.488000000001
12892,2011-01-21,9497.036
12893,2011-01-24,9584.094
12894,2011-01-25,9314.104
12895,2011-01-26,9404.468
12896,2011-01-27,9562.054
12897,2011-01-28,9638.092
12898,2011-01-31,9826.534
12899,2011-02-01,10021.588
12900,2011-02-02,10014.975999999999
12901,2011-02-03,10016.078000000001
12902,2011-02-04,10093.218
12903,2011-02-07,10083.300000000001
12904,2011-02-08,10081.096
12905,2011-02-09,9970.896
12906,2011-02-10,10013.874
12907,2011-02-11,9997.344
12908,2011-02-14,10201.214
12909,2011-02-15,9997.344
12910,2011-02-16,9851.88
12911,2011-02-17,9882.736
12912,2011-02-18,9878.328000000001
12913,2011-02-22,9580.788
12914,2011-02-23,9430.254799999999
12915,2011-02-24,9550.593200000001
12916,2011-02-25,9802.0696
12917,2011-02-28,9902.1312
12918,2011-03-01,9938.938
12919,2011-03-02,9913.592
12920,2011-03-03,9895.960000000001
12921,2011-03-04,9886.042
12922,2011-03-07,9536.708
12923,2011-03-08,9562.054
12924,2011-03-09,9284.35
12925,2011-03-10,9251.289999999999
12926,2011-03-11,9273.33
12927,2011-03-14,9227.045999999998
12928,2011-03-15,9117.947999999999
12929,2011-03-16,9251.289999999999
12930,2011-03-17,9574.176000000001
12931,2011-03-18,9563.156
12932,2011-03-21,9446.344
12933,2011-03-23,9760.413999999999
12934,2011-03-24,9751.598
12935,2011-03-25,9739.475999999999
12936,2011-03-28,9587.4
12937,2011-03-29,9579.686
12938,2011-03-30,9419.896
12939,2011-03-31,9493.73
12940,2011-04-01,9385.733999999999
12941,2011-04-04,9378.02
12942,2011-04-05,9398.958
12943,2011-04-06,9631.48
12944,2011-04-07,9733.966
12945,2011-04-08,9921.306
12946,2011-04-12,9661.233999999999
12947,2011-04-13,9465.078000000001
12948,2011-04-14,9441.936
12949,2011-04-15,9383.53
12950,2011-04-18,9252.392000000002
12951,2011-04-19,9321.818
12952,2011-04-20,9564.258
12953,2011-04-21,9697.6
12954,2011-04-25,9483.812
12955,2011-04-26,9528.1124
12956,2011-04-27,9334.821600000001
12957,2011-04-28,9377.7996
12958,2011-04-29,9204.565200000001
12959,2011-05-02,9247.983999999999
12960,2011-05-03,9373.612000000001
12961,2011-05-04,9111.336000000001
12962,2011-05-05,8811.592
12963,2011-05-06,8762.002
12964,2011-05-09,8852.366
12965,2011-05-10,8908.568
12966,2011-05-11,8625.354
12967,2011-05-12,8750.982
12968,2011-05-13,8779.634
12969,2011-05-16,8795.062
12970,2011-05-17,8812.694
12971,2011-05-18,9047.42
12972,2011-05-19,8931.710000000001
12973,2011-05-20,9083.786
12974,2011-05-23,8797.266
12975,2011-05-24,8844.652
12976,2011-05-25,9051.828000000001
12977,2011-05-26,9060.644
12978,2011-05-27,9225.944
12979,2011-05-31,9207.210000000001
12980,2011-06-01,9050.725999999999
12981,2011-06-02,9002.238000000001
12982,2011-06-03,9112.438
12983,2011-06-06,9128.968
12984,2011-06-07,9145.498
12985,2011-06-08,9055.134
12986,2011-06-09,9052.93
12987,2011-06-10,8939.424
12988,2011-06-13,8892.038
12989,2011-06-14,9157.62
12990,2011-06-15,9084.887999999999
12991,2011-06-16,9074.97
12992,2011-06-17,9040.808
12993,2011-06-20,8977.994
12994,2011-06-21,9011.054
12995,2011-06-22,9009.952
12996,2011-06-23,8901.956
12997,2011-06-24,9033.094
12998,2011-06-27,8936.5588
12999,2011-06-28,9032.873599999999
13000,2011-06-29,9296.9128
13001,2011-06-30,9434.0016
13002,2011-07-01,9482.710000000001
13003,2011-07-05,9581.89
13004,2011-07-06,9554.34
13005,2011-07-07,9790.168
13006,2011-07-08,9724.048
13007,2011-07-11,9627.072
13008,2011-07-12,9678.866
13009,2011-07-13,9705.314
13010,2011-07-14,9653.52
13011,2011-07-15,9726.252
13012,2011-07-18,9704.212
13013,2011-07-19,9847.472
13014,2011-07-20,9776.944
13015,2011-07-21,9661.233999999999
13016,2011-07-22,9719.64
13017,2011-07-25,9711.926000000001
13018,2011-07-26,9869.511999999999
13019,2011-07-27,9800.086000000001
13020,2011-07-28,9850.778
13021,2011-07-29,9872.818
13022,2011-08-01,9719.64
13023,2011-08-02,9686.58
13024,2011-08-03,9534.503999999999
13025,2011-08-04,9335.042
13026,2011-08-05,9073.868
13027,2011-08-08,8731.146
13028,2011-08-09,8749.880000000001
13029,2011-08-10,8570.254
13030,2011-08-11,8834.733999999999
13031,2011-08-12,8842.447999999999
13032,2011-08-15,8886.528
13033,2011-08-16,8802.776
13034,2011-08-17,8886.528
13035,2011-08-18,8741.064
13036,2011-08-19,8779.634
13037,2011-08-22,8717.921999999999
13038,2011-08-23,8807.184
13039,2011-08-24,8811.592
13040,2011-08-25,8990.116
13041,2011-08-26,9042.350799999998
13042,2011-08-29,9030.2288
13043,2011-08-30,9111.5564
13044,2011-08-31,9259.003999999999
13045,2011-09-01,9169.742
13046,2011-09-02,9090.398000000001
13047,2011-09-06,8939.424
13048,2011-09-07,9106.928
13049,2011-09-08,9132.274000000001
13050,2011-09-09,8821.51
13051,2011-09-12,8739.962
13052,2011-09-13,8749.880000000001
13053,2011-09-14,8591.192000000001
13054,2011-09-15,8721.228
13055,2011-09-16,8665.026
13056,2011-09-19,8336.630000000001
13057,2011-09-20,8211.002
13058,2011-09-21,8295.856
13059,2011-09-22,7688.654
13060,2011-09-23,7229.12
13061,2011-09-26,7235.732
13062,2011-09-27,7580.657999999999
13063,2011-09-28,7155.286
13064,2011-09-29,7154.184
13065,2011-09-30,6947.008000000001
13066,2011-10-03,6943.702
13067,2011-10-04,6840.114
13068,2011-10-05,6845.624
13069,2011-10-06,7155.286
13070,2011-10-07,7214.794
13071,2011-10-10,7423.072
13072,2011-10-11,7252.262000000001
13073,2011-10-12,7479.274
13074,2011-10-13,7288.628
13075,2011-10-14,7512.334
13076,2011-10-17,7445.112
13077,2011-10-18,7405.44
13078,2011-10-19,7180.632
13079,2011-10-20,6738.7300000000005
13080,2011-10-21,7103.491999999999
13081,2011-10-24,7601.596
13082,2011-10-25,7538.782
13083,2011-10-26,7691.96
13084,2011-10-27,8137.168000000001
13085,2011-10-28,8168.024
13086,2011-10-31,8004.928
13087,2011-11-01,7719.51
13088,2011-11-02,7892.524
13089,2011-11-03,7909.053999999999
13090,2011-11-04,7856.157999999999
13091,2011-11-07,7792.241999999999
13092,2011-11-08,7786.732
13093,2011-11-09,7583.964
13094,2011-11-10,7436.296
13095,2011-11-11,7633.553999999999
13096,2011-11-14,7687.552
13097,2011-11-15,7717.3060000000005
13098,2011-11-16,7679.838000000001
13099,2011-11-17,7455.03
13100,2011-11-18,7498.008000000001
13101,2011-11-21,7279.812
13102,2011-11-22,7345.932000000001
13103,2011-11-23,7226.916
13104,2011-11-25,7210.6064
13105,2011-11-28,7410.95
13106,2011-11-29,7449.9608
13107,2011-11-30,7862.5496
13108,2011-12-01,7774.61
13109,2011-12-02,7884.81
13110,2011-12-05,7953.134
13111,2011-12-06,7864.973999999999
13112,2011-12-07,7821.996
13113,2011-12-08,7698.572
13114,2011-12-09,7825.302
13115,2011-12-12,7621.432000000001
13116,2011-12-13,7572.9439999999995
13117,2011-12-14,7218.099999999999
13118,2011-12-15,7191.652
13119,2011-12-16,7331.606
13120,2011-12-19,7280.914000000001
13121,2011-12-20,7415.358
13122,2011-12-21,7470.458
13123,2011-12-22,7515.64
13124,2011-12-23,7635.758000000001
13125,2011-12-27,7506.3832
13126,2011-12-28,7412.272400000001
13127,2011-12-29,7423.5127999999995
13128,2011-12-30,7570.9604
13129,2012-01-03,7776.814
13130,2012-01-04,7569.638
13131,2012-01-05,7552.005999999999
13132,2012-01-06,7570.74
13133,2012-01-09,7528.864
13134,2012-01-10,7742.652
13135,2012-01-11,7815.384
13136,2012-01-12,8042.396
13137,2012-01-13,8015.948
13138,2012-01-17,8219.818
13139,2012-01-18,8270.51
13140,2012-01-19,8376.302
13141,2012-01-20,8253.98
13142,2012-01-23,8371.894
13143,2012-01-24,8391.73
13144,2012-01-25,8440.217999999999
13145,2012-01-26,8598.905999999999
13146,2012-01-27,8571.356
13147,2012-01-30,8433.606
13148,2012-01-31,8353.16
13149,2012-02-01,8467.768
13150,2012-02-02,8333.324
13151,2012-02-03,8598.905999999999
13152,2012-02-06,8517.358
13153,2012-02-07,8542.704
13154,2012-02-08,8616.538
13155,2012-02-09,8768.614
13156,2012-02-10,8511.848
13157,2012-02-13,8462.258
13158,2012-02-14,8407.158
13159,2012-02-15,8378.506
13160,2012-02-16,8355.364
13161,2012-02-17,8172.432000000001
13162,2012-02-21,8455.646
13163,2012-02-22,8449.034
13164,2012-02-23,8388.424
13165,2012-02-24,8517.1376
13166,2012-02-27,8560.115600000001
13167,2012-02-28,8634.6108
13168,2012-02-29,8546.4508
13169,2012-03-01,8665.026
13170,2012-03-02,8602.212
13171,2012-03-05,8506.338
13172,2012-03-06,8237.449999999999
13173,2012-03-07,8302.467999999999
13174,2012-03-08,8356.466
13175,2012-03-09,8504.134
13176,2012-03-13,8601.11
13177,2012-03-14,8480.992
13178,2012-03-15,8590.09
13179,2012-03-16,8547.112000000001
13180,2012-03-19,8615.436
13181,2012-03-20,8442.421999999999
13182,2012-03-21,8475.482
13183,2012-03-22,8299.162
13184,2012-03-23,8393.934
13185,2012-03-26,8568.050000000001
13186,2012-03-27,8551.52
13187,2012-03-28,8358.67
13188,2012-03-29,8367.486
13189,2012-03-30,8430.300000000001
13190,2012-04-02,8641.884
13191,2012-04-03,8637.476
13192,2012-04-04,8354.262
13193,2012-04-05,8365.282000000001
13194,2012-04-09,8198.880000000001
13195,2012-04-10,8044.599999999999
13196,2012-04-11,8021.458
13197,2012-04-12,8199.982
13198,2012-04-13,7993.907999999999
13199,2012-04-16,7996.112
13200,2012-04-17,8037.987999999999
13201,2012-04-18,8002.723999999999
13202,2012-04-19,7995.01
13203,2012-04-20,8150.392
13204,2012-04-23,7991.704
13205,2012-04-24,8094.19
13206,2012-04-25,8158.106
13207,2012-04-26,8308.1984
13208,2012-04-27,8425.892
13209,2012-04-30,8441.9812
13210,2012-05-01,8471.074
13211,2012-05-02,8346.548
13212,2012-05-03,8234.144
13213,2012-05-04,8201.084
13214,2012-05-07,8316.794
13215,2012-05-08,8105.21
13216,2012-05-09,8065.538
13217,2012-05-10,8133.862
13218,2012-05-11,8040.192
13219,2012-05-14,7833.016
13220,2012-05-15,7752.57
13221,2012-05-16,7665.512000000001
13222,2012-05-17,7667.716
13223,2012-05-18,7644.5740000000005
13224,2012-05-21,7718.407999999999
13225,2012-05-22,7685.348
13226,2012-05-23,7484.784
13227,2012-05-24,7556.414000000001
13228,2012-05-25,7599.392
13229,2012-05-29,7630.2480000000005
13230,2012-05-30,7471.56
13231,2012-05-31,7417.562
13232,2012-06-01,7302.954
13233,2012-06-04,7288.628
13234,2012-06-05,7248.956
13235,2012-06-06,7447.316
13236,2012-06-07,7428.581999999999
13237,2012-06-08,7240.14
13238,2012-06-11,7367.972
13239,2012-06-12,7351.442
13240,2012-06-13,7360.258000000001
13241,2012-06-14,7393.317999999999
13242,2012-06-15,7457.234
13243,2012-06-18,7483.682000000001
13244,2012-06-19,7567.434
13245,2012-06-20,7466.05
13246,2012-06-21,7268.792
13247,2012-06-22,7286.424
13248,2012-06-25,7308.464
13249,2012-06-26,7305.157999999999
13250,2012-06-27,7388.4692000000005
13251,2012-06-28,7337.7771999999995
13252,2012-06-29,7703.4208
13253,2012-07-02,7645.6759999999995
13254,2012-07-03,7802.16
13255,2012-07-05,7698.572
13256,2012-07-06,7514.538
13257,2012-07-09,7563.026000000001
13258,2012-07-10,7489.192
13259,2012-07-11,7598.29
13260,2012-07-12,7526.66
13261,2012-07-13,7722.816
13262,2012-07-16,7680.94
13263,2012-07-17,7615.922
13264,2012-07-18,7656.696000000001
13265,2012-07-19,7790.038
13266,2012-07-20,7599.392
13267,2012-07-23,7449.5199999999995
13268,2012-07-24,7390.012000000001
13269,2012-07-25,7437.397999999999
13270,2012-07-26,7479.274
13271,2012-07-27,7550.904
13272,2012-07-30,7528.864
13273,2012-07-31,7532.17
13274,2012-08-01,7438.5
13275,2012-08-02,7252.262000000001
13276,2012-08-03,7421.97
13277,2012-08-06,7469.356
13278,2012-08-07,7582.862
13279,2012-08-08,7540.986
13280,2012-08-09,7548.7
13281,2012-08-10,7477.07
13282,2012-08-13,7391.114
13283,2012-08-14,7403.236
13284,2012-08-15,7382.298
